2026-06-16 06:00:00 | Battery  | INFO     | Charge current: 23.4A
2026-06-17 08:53:58 | Battery  | INFO     | Charge current: 86.6A
2026-06-17 08:54:38 | Inverter | INFO     | Grid frequency: 49.98 Hz
2026-06-17 08:55:20 | Site     | INFO     | Heartbeat OK
2026-06-17 08:55:56 | Battery  | INFO     | Voltage measured: 406.4V
2026-06-17 08:56:48 | Battery  | INFO     | Discharge current: 73.7A
2026-06-17 08:57:27 | Thermal  | INFO     | Temperature reading: 23.4°C
2026-06-17 08:58:17 | Inverter | INFO     | Grid frequency: 49.99 Hz
2026-06-17 08:59:02 | Battery  | INFO     | SOC reading: 43.9%
2026-06-17 08:59:41 | Inverter | INFO     | Grid frequency: 50.00 Hz
2026-06-17 09:00:29 | Thermal  | INFO     | Coolant loop flow: 9.72 L/min
2026-06-17 09:01:09 | Battery  | INFO     | Voltage measured: 448.1V
2026-06-17 09:01:37 | Battery  | INFO     | SOC reading: 71.7%
2026-06-17 09:02:18 | Thermal  | INFO     | Temperature reading: 33.9°C
2026-06-17 09:02:55 | Battery  | INFO     | Discharge current: 61.0A
2026-06-17 09:03:30 | Battery  | INFO     | Voltage measured: 440.6V
2026-06-17 09:04:09 | Inverter | INFO     | AC output: 115.5 kW
2026-06-17 09:04:48 | Thermal  | INFO     | Coolant loop flow: 11.44 L/min
2026-06-17 09:05:28 | Battery  | INFO     | SOC reading: 84.3%
2026-06-17 09:06:14 | Thermal  | INFO     | Coolant loop flow: 7.62 L/min
2026-06-17 09:06:59 | Inverter | INFO     | Grid frequency: 50.01 Hz
2026-06-17 09:07:47 | Battery  | INFO     | Charge current: 28.5A
2026-06-17 09:08:35 | Inverter | INFO     | AC output: 159.4 kW
2026-06-17 09:09:18 | Site     | INFO     | Heartbeat OK
2026-06-17 09:10:01 | Thermal  | INFO     | Temperature reading: 24.9°C
2026-06-17 09:10:44 | Thermal  | INFO     | Temperature reading: 33.5°C
2026-06-17 09:11:21 | Inverter | INFO     | Grid frequency: 50.03 Hz
2026-06-17 09:12:09 | Thermal  | INFO     | Temperature reading: 35.4°C
2026-06-17 09:12:56 | Inverter | INFO     | Grid frequency: 49.97 Hz
2026-06-17 09:13:41 | Battery  | INFO     | Discharge current: 26.4A
2026-06-17 09:14:15 | Site     | INFO     | Heartbeat OK
2026-06-17 09:14:55 | Battery  | INFO     | Charge current: 18.5A
2026-06-17 09:15:34 | Thermal  | INFO     | Fan speed: 1295 RPM
2026-06-17 09:16:20 | Battery  | INFO     | SOC reading: 51.8%
2026-06-17 09:16:57 | Battery  | INFO     | SOC reading: 76.1%
2026-06-17 09:17:29 | BMS      | INFO     | Max cell voltage diff: 0.02V
2026-06-17 09:18:21 | Inverter | INFO     | AC output: 82.7 kW
2026-06-17 09:19:03 | Thermal  | INFO     | Fan speed: 1480 RPM
2026-06-17 09:19:55 | Thermal  | INFO     | Temperature reading: 33.5°C
2026-06-17 09:20:40 | Battery  | INFO     | Charge current: 68.6A
2026-06-17 09:21:31 | Battery  | INFO     | SOC reading: 45.8%
2026-06-17 09:22:09 | Thermal  | INFO     | Temperature reading: 35.4°C
2026-06-17 09:22:45 | Thermal  | INFO     | Fan speed: 948 RPM
2026-06-17 09:23:36 | Thermal  | INFO     | Coolant loop flow: 8.74 L/min
2026-06-17 09:24:04 | Inverter | INFO     | AC output: 190.7 kW
2026-06-17 09:24:36 | Battery  | INFO     | Voltage measured: 402.4V
2026-06-17 09:25:15 | Battery  | INFO     | Charge current: 55.2A
2026-06-17 09:25:56 | Battery  | INFO     | Voltage measured: 431.4V
2026-06-17 09:26:38 | Battery  | INFO     | Discharge current: 42.6A
2026-06-17 09:27:22 | Thermal  | INFO     | Temperature reading: 34.0°C
2026-06-17 09:28:00 | Battery  | INFO     | Discharge current: 65.4A
2026-06-17 09:28:36 | Inverter | INFO     | AC output: 115.1 kW
2026-06-17 09:29:14 | Thermal  | INFO     | Fan speed: 1400 RPM
2026-06-17 09:29:50 | Inverter | INFO     | Grid frequency: 49.96 Hz
2026-06-17 09:30:25 | Thermal  | INFO     | Fan speed: 968 RPM
2026-06-17 09:30:59 | Thermal  | INFO     | Temperature reading: 25.3°C
2026-06-17 09:31:44 | Inverter | INFO     | Grid frequency: 50.00 Hz
2026-06-17 09:32:27 | Battery  | INFO     | Charge current: 15.1A
2026-06-17 09:33:16 | Inverter | INFO     | Grid frequency: 49.99 Hz
2026-06-17 09:33:59 | Battery  | INFO     | Voltage measured: 439.8V
2026-06-17 09:34:28 | Battery  | INFO     | SOC reading: 47.1%
2026-06-17 09:35:11 | Battery  | INFO     | SOC reading: 60.0%
2026-06-17 09:35:44 | BMS      | INFO     | Max cell voltage diff: 0.04V
2026-06-17 09:36:28 | Inverter | INFO     | Grid frequency: 50.04 Hz
2026-06-17 09:37:00 | Battery  | INFO     | Charge current: 61.9A
2026-06-17 09:37:38 | Battery  | INFO     | Discharge current: 93.0A
2026-06-17 09:38:16 | Thermal  | INFO     | Temperature reading: 24.7°C
2026-06-17 09:39:08 | Battery  | INFO     | Charge current: 96.0A
2026-06-17 09:39:51 | Battery  | INFO     | Voltage measured: 429.4V
2026-06-17 09:40:22 | Inverter | INFO     | Grid frequency: 50.00 Hz
2026-06-17 09:41:13 | Battery  | INFO     | Voltage measured: 443.2V
2026-06-17 09:41:51 | BMS      | INFO     | Max cell voltage diff: 0.01V
2026-06-17 09:42:36 | Thermal  | INFO     | Temperature reading: 26.7°C
2026-06-17 09:43:25 | Battery  | INFO     | SOC reading: 29.5%
2026-06-17 09:44:10 | Battery  | INFO     | SOC reading: 89.2%
2026-06-17 09:44:50 | Thermal  | INFO     | Coolant loop flow: 9.35 L/min
2026-06-17 09:45:26 | Thermal  | INFO     | Coolant loop flow: 8.70 L/min
2026-06-17 09:46:11 | Thermal  | INFO     | Coolant loop flow: 8.25 L/min
2026-06-17 09:46:44 | Battery  | INFO     | SOC reading: 83.9%
2026-06-17 09:47:33 | Inverter | INFO     | AC output: 69.7 kW
2026-06-17 09:48:24 | BMS      | INFO     | Max cell voltage diff: 0.05V
2026-06-17 09:48:54 | Inverter | INFO     | AC output: 173.7 kW
2026-06-17 09:49:23 | Inverter | INFO     | Grid frequency: 49.95 Hz
2026-06-17 09:50:06 | Battery  | INFO     | Discharge current: 63.0A
2026-06-17 09:50:42 | Battery  | INFO     | Voltage measured: 396.8V
2026-06-17 09:51:28 | Battery  | INFO     | Voltage measured: 397.6V
2026-06-17 09:52:00 | Battery  | INFO     | Discharge current: 28.4A
2026-06-17 09:52:34 | Battery  | INFO     | Voltage measured: 396.8V
2026-06-17 09:53:22 | Inverter | INFO     | Grid frequency: 50.01 Hz
2026-06-17 09:53:54 | Battery  | INFO     | Discharge current: 42.2A
2026-06-17 09:54:22 | Battery  | INFO     | Discharge current: 72.1A
2026-06-17 09:55:06 | Site     | INFO     | Heartbeat OK
2026-06-17 09:55:37 | Battery  | INFO     | Discharge current: 62.0A
2026-06-17 09:56:28 | Thermal  | INFO     | Coolant loop flow: 9.12 L/min
2026-06-17 09:57:00 | Battery  | INFO     | Discharge current: 53.7A
2026-06-17 09:57:32 | Thermal  | INFO     | Temperature reading: 28.3°C
2026-06-17 09:58:04 | Inverter | INFO     | AC output: 187.1 kW
2026-06-17 09:58:40 | Battery  | INFO     | Voltage measured: 410.1V
2026-06-17 09:59:22 | Thermal  | INFO     | Fan speed: 1645 RPM
2026-06-17 10:00:08 | Battery  | INFO     | SOC reading: 83.3%
2026-06-17 10:00:53 | Inverter | INFO     | AC output: 196.2 kW
2026-06-17 10:01:27 | Battery  | INFO     | SOC reading: 28.6%
2026-06-17 10:02:02 | Battery  | INFO     | Charge current: 21.0A
2026-06-17 10:02:43 | Battery  | INFO     | Voltage measured: 400.8V
2026-06-17 10:03:26 | Battery  | INFO     | Discharge current: 88.2A
2026-06-17 10:04:16 | Thermal  | INFO     | Coolant loop flow: 8.34 L/min
2026-06-17 10:04:57 | Battery  | INFO     | Charge current: 74.9A
2026-06-17 10:05:31 | Battery  | INFO     | SOC reading: 71.1%
2026-06-17 10:06:13 | Thermal  | INFO     | Temperature reading: 24.0°C
2026-06-17 10:06:52 | Inverter | INFO     | AC output: 73.0 kW
2026-06-17 10:07:30 | BMS      | INFO     | Max cell voltage diff: 0.01V
2026-06-17 10:08:04 | Battery  | INFO     | Discharge current: 20.4A
2026-06-17 10:08:55 | Thermal  | INFO     | Temperature reading: 32.7°C
2026-06-17 10:09:47 | BMS      | INFO     | Max cell voltage diff: 0.03V
2026-06-17 10:10:19 | Thermal  | INFO     | Fan speed: 2227 RPM
2026-06-17 10:10:48 | Inverter | INFO     | Grid frequency: 50.01 Hz
2026-06-17 10:11:31 | Inverter | INFO     | AC output: 106.5 kW
2026-06-17 10:12:00 | Battery  | INFO     | SOC reading: 52.7%
2026-06-17 10:12:41 | Battery  | INFO     | SOC reading: 39.3%
2026-06-17 10:13:25 | Battery  | INFO     | Charge current: 44.8A
2026-06-17 10:14:06 | Battery  | INFO     | Voltage measured: 413.7V
2026-06-17 10:14:53 | Battery  | INFO     | SOC reading: 23.2%
2026-06-17 10:15:44 | Battery  | INFO     | SOC reading: 57.7%
2026-06-17 10:16:17 | Inverter | INFO     | AC output: 98.0 kW
2026-06-17 10:16:52 | Inverter | INFO     | AC output: 63.9 kW
2026-06-17 10:17:21 | Thermal  | INFO     | Fan speed: 1485 RPM
2026-06-17 10:18:03 | Inverter | INFO     | Grid frequency: 50.04 Hz
2026-06-17 10:18:38 | Thermal  | INFO     | Coolant loop flow: 8.46 L/min
2026-06-17 10:19:14 | Thermal  | INFO     | Coolant loop flow: 11.00 L/min
2026-06-17 10:19:57 | Battery  | INFO     | Discharge current: 20.4A
2026-06-17 10:20:30 | Thermal  | INFO     | Temperature reading: 36.5°C
2026-06-17 10:21:09 | Battery  | INFO     | SOC reading: 64.7%
2026-06-17 10:21:59 | Thermal  | INFO     | Temperature reading: 29.3°C
2026-06-17 10:22:31 | BMS      | INFO     | Max cell voltage diff: 0.03V
2026-06-17 10:23:05 | Battery  | INFO     | SOC reading: 80.2%
2026-06-17 10:23:54 | Inverter | INFO     | AC output: 164.5 kW
2026-06-17 10:24:46 | Inverter | INFO     | Grid frequency: 49.96 Hz
2026-06-17 10:25:32 | Battery  | INFO     | SOC reading: 51.4%
2026-06-17 10:26:16 | Thermal  | INFO     | Fan speed: 2395 RPM
2026-06-17 10:26:47 | Inverter | INFO     | AC output: 109.4 kW
2026-06-17 10:27:21 | Inverter | INFO     | AC output: 91.3 kW
2026-06-17 10:28:03 | Inverter | INFO     | Grid frequency: 50.03 Hz
2026-06-17 10:28:54 | Thermal  | INFO     | Temperature reading: 27.0°C
2026-06-17 10:29:45 | BMS      | INFO     | Max cell voltage diff: 0.02V
2026-06-17 10:30:32 | Battery  | INFO     | SOC reading: 40.0%
2026-06-17 10:31:19 | Battery  | INFO     | SOC reading: 58.0%
2026-06-17 10:31:48 | Battery  | INFO     | Discharge current: 38.7A
2026-06-17 10:32:22 | Battery  | INFO     | SOC reading: 44.0%
2026-06-17 10:33:09 | Battery  | INFO     | SOC reading: 92.6%
2026-06-17 10:33:45 | Battery  | INFO     | Voltage measured: 431.9V
2026-06-17 10:34:21 | Battery  | INFO     | Discharge current: 74.6A
2026-06-17 10:34:58 | Battery  | INFO     | Voltage measured: 422.6V
2026-06-17 10:35:45 | Battery  | INFO     | SOC reading: 35.9%
2026-06-17 10:36:17 | Thermal  | INFO     | Coolant loop flow: 10.40 L/min
2026-06-17 10:36:50 | Battery  | INFO     | Charge current: 77.6A
2026-06-17 10:37:30 | Thermal  | INFO     | Coolant loop flow: 11.42 L/min
2026-06-17 10:38:02 | Thermal  | INFO     | Temperature reading: 37.3°C
2026-06-17 10:38:43 | Thermal  | INFO     | Coolant loop flow: 10.08 L/min
2026-06-17 10:39:16 | BMS      | INFO     | Max cell voltage diff: 0.03V
2026-06-17 10:40:05 | Battery  | INFO     | Voltage measured: 456.8V
2026-06-17 10:40:37 | Battery  | INFO     | SOC reading: 87.8%
2026-06-17 10:41:27 | Thermal  | INFO     | Coolant loop flow: 9.55 L/min
2026-06-17 10:42:14 | Battery  | INFO     | Voltage measured: 406.2V
2026-06-17 10:42:52 | Site     | INFO     | Heartbeat OK
2026-06-17 10:43:44 | Inverter | INFO     | AC output: 40.4 kW
2026-06-17 10:44:34 | Thermal  | INFO     | Temperature reading: 24.4°C
2026-06-17 10:45:10 | Battery  | INFO     | SOC reading: 29.9%
2026-06-17 10:45:47 | Inverter | INFO     | AC output: 91.6 kW
2026-06-17 10:46:22 | Site     | INFO     | Heartbeat OK
2026-06-17 10:46:58 | Thermal  | INFO     | Temperature reading: 33.2°C
2026-06-17 10:47:48 | Thermal  | INFO     | Temperature reading: 33.6°C
2026-06-17 10:48:34 | Inverter | INFO     | Grid frequency: 49.96 Hz
2026-06-17 10:49:03 | Battery  | INFO     | SOC reading: 62.8%
2026-06-17 10:49:47 | Battery  | INFO     | SOC reading: 67.3%
2026-06-17 10:50:28 | Battery  | INFO     | Voltage measured: 425.8V
2026-06-17 10:51:13 | Thermal  | INFO     | Temperature reading: 27.1°C
2026-06-17 10:51:42 | Thermal  | INFO     | Coolant loop flow: 8.72 L/min
2026-06-17 10:52:34 | Battery  | INFO     | SOC reading: 69.0%
2026-06-17 10:53:13 | Thermal  | INFO     | Temperature reading: 31.0°C
2026-06-17 10:54:03 | Battery  | INFO     | SOC reading: 36.3%
2026-06-17 10:54:50 | Inverter | INFO     | Grid frequency: 50.02 Hz
2026-06-17 10:55:27 | Battery  | INFO     | Voltage measured: 433.4V
2026-06-17 10:56:02 | Site     | INFO     | Heartbeat OK
2026-06-17 10:56:31 | Battery  | INFO     | SOC reading: 49.5%
2026-06-17 10:57:17 | Battery  | INFO     | Voltage measured: 422.5V
2026-06-17 10:57:53 | Battery  | INFO     | Voltage measured: 405.4V
2026-06-17 10:58:41 | BMS      | INFO     | Max cell voltage diff: 0.03V
2026-06-17 10:59:18 | Battery  | INFO     | SOC reading: 84.9%
2026-06-17 10:59:49 | Inverter | INFO     | AC output: 44.8 kW
2026-06-17 11:00:00 | BMS      | INFO     | Module 4 balancing active
2026-06-17 11:00:20 | BMS      | INFO     | Max cell voltage diff: 0.05V
2026-06-17 11:00:28 | Inverter | INFO     | AC output: 115.3 kW
2026-06-17 11:01:59 | Battery  | INFO     | Discharge current: 13.7A
2026-06-17 11:02:29 | Battery  | INFO     | SOC reading: 44.9%
2026-06-17 11:03:01 | Battery  | INFO     | SOC reading: 26.3%
2026-06-17 11:03:34 | Battery  | INFO     | SOC reading: 43.2%
2026-06-17 11:04:57 | Thermal  | INFO     | Temperature reading: 28.4°C
2026-06-17 11:05:29 | Inverter | INFO     | AC output: 86.6 kW
2026-06-17 11:06:02 | Battery  | INFO     | SOC reading: 33.9%
2026-06-17 11:06:42 | Battery  | INFO     | Voltage measured: 414.1V
2026-06-17 11:07:14 | Inverter | INFO     | AC output: 127.2 kW
2026-06-17 11:07:54 | Battery  | INFO     | Charge current: 80.2A
2026-06-17 11:08:38 | Battery  | INFO     | Charge current: 93.1A
2026-06-17 11:09:29 | Thermal  | INFO     | Fan speed: 2467 RPM
2026-06-17 11:10:21 | Inverter | INFO     | AC output: 164.4 kW
2026-06-17 11:11:00 | BMS      | INFO     | Module 4 balancing active
2026-06-17 11:11:07 | Thermal  | INFO     | Coolant loop flow: 9.77 L/min
2026-06-17 11:11:20 | BMS      | INFO     | Max cell voltage diff: 0.06V
2026-06-17 11:11:54 | Battery  | INFO     | SOC reading: 85.0%
2026-06-17 11:12:32 | Thermal  | INFO     | Coolant loop flow: 7.58 L/min
2026-06-17 11:13:03 | Battery  | INFO     | SOC reading: 72.8%
2026-06-17 11:13:44 | Thermal  | INFO     | Temperature reading: 36.9°C
2026-06-17 11:14:22 | Battery  | INFO     | SOC reading: 75.9%
2026-06-17 11:14:58 | Inverter | INFO     | Grid frequency: 49.99 Hz
2026-06-17 11:15:36 | Inverter | INFO     | Grid frequency: 50.04 Hz
2026-06-17 11:16:18 | Battery  | INFO     | Discharge current: 82.3A
2026-06-17 11:16:56 | Battery  | INFO     | Charge current: 73.1A
2026-06-17 11:17:27 | Thermal  | INFO     | Temperature reading: 36.9°C
2026-06-17 11:18:06 | Thermal  | INFO     | Temperature reading: 30.6°C
2026-06-17 11:18:55 | Thermal  | INFO     | Coolant loop flow: 10.54 L/min
2026-06-17 11:19:40 | Inverter | INFO     | AC output: 111.0 kW
2026-06-17 11:20:12 | Thermal  | INFO     | Fan speed: 2540 RPM
2026-06-17 11:20:49 | Inverter | INFO     | Grid frequency: 50.02 Hz
2026-06-17 11:21:00 | BMS      | INFO     | Module 4 balancing active
2026-06-17 11:21:20 | BMS      | INFO     | Max cell voltage diff: 0.06V
2026-06-17 11:22:22 | Battery  | INFO     | Voltage measured: 452.8V
2026-06-17 11:22:55 | Battery  | INFO     | Discharge current: 59.6A
2026-06-17 11:23:25 | Battery  | INFO     | SOC reading: 39.9%
2026-06-17 11:24:14 | Battery  | INFO     | SOC reading: 70.4%
2026-06-17 11:25:02 | Inverter | INFO     | Grid frequency: 50.03 Hz
2026-06-17 11:25:30 | Thermal  | INFO     | Fan speed: 1005 RPM
2026-06-17 11:26:05 | Battery  | INFO     | SOC reading: 39.1%
2026-06-17 11:26:57 | Thermal  | INFO     | Fan speed: 1672 RPM
2026-06-17 11:27:42 | Thermal  | INFO     | Fan speed: 1205 RPM
2026-06-17 11:28:15 | Thermal  | INFO     | Coolant loop flow: 10.93 L/min
2026-06-17 11:29:07 | Thermal  | INFO     | Temperature reading: 28.2°C
2026-06-17 11:29:50 | Thermal  | INFO     | Coolant loop flow: 7.52 L/min
2026-06-17 11:30:25 | Inverter | INFO     | Grid frequency: 49.98 Hz
2026-06-17 11:31:16 | Thermal  | INFO     | Temperature reading: 37.6°C
2026-06-17 11:31:45 | Battery  | INFO     | Charge current: 88.5A
2026-06-17 11:32:00 | BMS      | INFO     | Module 4 balancing active
2026-06-17 11:32:20 | BMS      | INFO     | Max cell voltage diff: 0.07V
2026-06-17 11:32:34 | Inverter | INFO     | Grid frequency: 49.96 Hz
2026-06-17 11:33:21 | Thermal  | INFO     | Coolant loop flow: 9.62 L/min
2026-06-17 11:34:09 | Battery  | INFO     | SOC reading: 86.6%
2026-06-17 11:34:59 | Thermal  | INFO     | Temperature reading: 30.9°C
2026-06-17 11:35:44 | Battery  | INFO     | SOC reading: 46.3%
2026-06-17 11:36:34 | Thermal  | INFO     | Coolant loop flow: 9.09 L/min
2026-06-17 11:37:20 | Site     | INFO     | Heartbeat OK
2026-06-17 11:38:08 | Battery  | INFO     | Discharge current: 91.5A
2026-06-17 11:38:51 | Battery  | INFO     | SOC reading: 63.0%
2026-06-17 11:39:29 | Battery  | INFO     | Voltage measured: 436.3V
2026-06-17 11:40:17 | Battery  | INFO     | SOC reading: 87.4%
2026-06-17 11:41:02 | Thermal  | INFO     | Fan speed: 2087 RPM
2026-06-17 11:41:39 | Inverter | INFO     | AC output: 125.2 kW
2026-06-17 11:43:00 | BMS      | INFO     | Module 4 balancing active
2026-06-17 11:43:13 | Battery  | INFO     | Voltage measured: 422.1V
2026-06-17 11:43:20 | BMS      | INFO     | Max cell voltage diff: 0.07V
2026-06-17 11:43:54 | Battery  | INFO     | SOC reading: 46.9%
2026-06-17 11:44:26 | Inverter | INFO     | AC output: 185.3 kW
2026-06-17 11:45:15 | Thermal  | INFO     | Coolant loop flow: 11.33 L/min
2026-06-17 11:45:50 | Battery  | INFO     | Voltage measured: 416.5V
2026-06-17 11:46:30 | Battery  | INFO     | Voltage measured: 398.6V
2026-06-17 11:47:14 | Battery  | INFO     | Discharge current: 91.8A
2026-06-17 11:47:59 | Battery  | INFO     | Charge current: 74.8A
2026-06-17 11:48:51 | Thermal  | INFO     | Temperature reading: 33.4°C
2026-06-17 11:49:41 | Battery  | INFO     | SOC reading: 54.7%
2026-06-17 11:50:18 | Battery  | INFO     | Discharge current: 18.7A
2026-06-17 11:51:05 | Battery  | INFO     | Charge current: 66.6A
2026-06-17 11:51:49 | Thermal  | INFO     | Coolant loop flow: 10.91 L/min
2026-06-17 11:52:32 | Thermal  | INFO     | Coolant loop flow: 8.42 L/min
2026-06-17 11:53:11 | Thermal  | INFO     | Temperature reading: 38.7°C
2026-06-17 11:53:42 | Battery  | INFO     | Charge current: 61.8A
2026-06-17 11:54:00 | BMS      | INFO     | Module 4 balancing active
2026-06-17 11:54:20 | BMS      | INFO     | Max cell voltage diff: 0.08V
2026-06-17 11:54:21 | Battery  | INFO     | Charge current: 76.9A
2026-06-17 11:54:59 | Battery  | INFO     | Charge current: 73.9A
2026-06-17 11:55:36 | Battery  | INFO     | SOC reading: 78.9%
2026-06-17 11:56:04 | Inverter | INFO     | AC output: 170.4 kW
2026-06-17 11:56:34 | Battery  | INFO     | Discharge current: 97.5A
2026-06-17 11:57:12 | Site     | INFO     | Heartbeat OK
2026-06-17 11:57:56 | Battery  | INFO     | SOC reading: 48.9%
2026-06-17 11:58:37 | Inverter | INFO     | AC output: 191.2 kW
2026-06-17 11:59:13 | Inverter | INFO     | AC output: 51.9 kW
2026-06-17 11:59:58 | Battery  | INFO     | Voltage measured: 430.3V
2026-06-17 12:00:37 | Battery  | INFO     | SOC reading: 62.0%
2026-06-17 12:02:03 | Thermal  | INFO     | Fan speed: 2451 RPM
2026-06-17 12:02:31 | Battery  | INFO     | Charge current: 12.2A
2026-06-17 12:03:00 | BMS      | INFO     | Module 4 balancing active
2026-06-17 12:03:08 | Battery  | INFO     | Voltage measured: 418.1V
2026-06-17 12:03:20 | BMS      | INFO     | Max cell voltage diff: 0.08V
2026-06-17 12:03:54 | Battery  | INFO     | SOC reading: 61.7%
2026-06-17 12:04:00 | Battery  | WARNING  | SOC mismatch across modules
2026-06-17 12:04:38 | Inverter | INFO     | Grid frequency: 49.96 Hz
2026-06-17 12:05:16 | Battery  | INFO     | SOC reading: 72.2%
2026-06-17 12:05:55 | Battery  | INFO     | SOC reading: 91.0%
2026-06-17 12:06:46 | Site     | INFO     | Heartbeat OK
2026-06-17 12:07:28 | Battery  | INFO     | Discharge current: 31.0A
2026-06-17 12:08:01 | Thermal  | INFO     | Fan speed: 1990 RPM
2026-06-17 12:08:37 | Thermal  | INFO     | Fan speed: 1596 RPM
2026-06-17 12:09:28 | Battery  | INFO     | Discharge current: 79.4A
2026-06-17 12:10:04 | Battery  | INFO     | Discharge current: 59.7A
2026-06-17 12:10:38 | Battery  | INFO     | SOC reading: 92.5%
2026-06-17 12:11:23 | Inverter | INFO     | AC output: 130.8 kW
2026-06-17 12:11:55 | Thermal  | INFO     | Temperature reading: 35.9°C
2026-06-17 12:12:33 | Battery  | INFO     | Voltage measured: 420.9V
2026-06-17 12:13:00 | BMS      | INFO     | Module 4 balancing active
2026-06-17 12:13:19 | Battery  | INFO     | Voltage measured: 407.1V
2026-06-17 12:13:20 | BMS      | INFO     | Max cell voltage diff: 0.09V
2026-06-17 12:14:08 | Battery  | INFO     | SOC reading: 73.4%
2026-06-17 12:14:40 | Battery  | INFO     | SOC reading: 53.9%
2026-06-17 12:15:26 | Thermal  | INFO     | Coolant loop flow: 11.03 L/min
2026-06-17 12:15:59 | Thermal  | INFO     | Temperature reading: 38.7°C
2026-06-17 12:16:27 | Inverter | INFO     | AC output: 97.6 kW
2026-06-17 12:16:55 | Battery  | INFO     | SOC reading: 41.0%
2026-06-17 12:17:30 | Inverter | INFO     | AC output: 194.9 kW
2026-06-17 12:18:04 | Thermal  | INFO     | Fan speed: 2209 RPM
2026-06-17 12:18:54 | Battery  | INFO     | Voltage measured: 409.5V
2026-06-17 12:19:25 | Battery  | INFO     | Discharge current: 97.8A
2026-06-17 12:20:03 | Battery  | INFO     | Discharge current: 98.5A
2026-06-17 12:20:36 | Thermal  | INFO     | Temperature reading: 29.5°C
2026-06-17 12:21:09 | Battery  | INFO     | Charge current: 80.9A
2026-06-17 12:21:42 | Inverter | INFO     | AC output: 147.4 kW
2026-06-17 12:22:13 | Battery  | INFO     | Discharge current: 91.7A
2026-06-17 12:22:44 | Battery  | INFO     | SOC reading: 39.3%
2026-06-17 12:23:23 | Thermal  | INFO     | Coolant loop flow: 7.84 L/min
2026-06-17 12:24:12 | Thermal  | INFO     | Temperature reading: 29.5°C
2026-06-17 12:24:55 | Battery  | INFO     | Charge current: 22.2A
2026-06-17 12:25:00 | BMS      | INFO     | Module 4 balancing active
2026-06-17 12:25:20 | BMS      | INFO     | Max cell voltage diff: 0.09V
2026-06-17 12:25:36 | Battery  | INFO     | Discharge current: 92.7A
2026-06-17 12:26:13 | Inverter | INFO     | AC output: 181.6 kW
2026-06-17 12:26:58 | Battery  | INFO     | SOC reading: 48.8%
2026-06-17 12:27:45 | Inverter | INFO     | Grid frequency: 50.02 Hz
2026-06-17 12:28:20 | Battery  | INFO     | Discharge current: 82.8A
2026-06-17 12:29:00 | Inverter | INFO     | AC output: 118.1 kW
2026-06-17 12:29:45 | Inverter | INFO     | Grid frequency: 50.04 Hz
2026-06-17 12:30:19 | Battery  | INFO     | Voltage measured: 447.6V
2026-06-17 12:30:57 | Battery  | INFO     | SOC reading: 44.0%
2026-06-17 12:31:40 | Battery  | INFO     | Voltage measured: 424.1V
2026-06-17 12:32:29 | Battery  | INFO     | Discharge current: 45.9A
2026-06-17 12:33:15 | Battery  | INFO     | SOC reading: 53.1%
2026-06-17 12:33:43 | Site     | INFO     | Heartbeat OK
2026-06-17 12:34:00 | BMS      | INFO     | Module 4 balancing active
2026-06-17 12:34:20 | BMS      | INFO     | Max cell voltage diff: 0.09V
2026-06-17 12:34:31 | Battery  | INFO     | SOC reading: 76.4%
2026-06-17 12:35:00 | Battery  | WARNING  | SOC mismatch across modules
2026-06-17 12:35:10 | Battery  | INFO     | Discharge current: 95.4A
2026-06-17 12:35:49 | Inverter | INFO     | Grid frequency: 49.97 Hz
2026-06-17 12:36:25 | Battery  | INFO     | Voltage measured: 451.9V
2026-06-17 12:37:44 | Battery  | INFO     | SOC reading: 70.0%
2026-06-17 12:38:12 | Inverter | INFO     | Grid frequency: 50.03 Hz
2026-06-17 12:38:43 | Battery  | INFO     | SOC reading: 91.2%
2026-06-17 12:39:27 | Thermal  | INFO     | Coolant loop flow: 10.48 L/min
2026-06-17 12:40:06 | Site     | INFO     | Heartbeat OK
2026-06-17 12:40:34 | Thermal  | INFO     | Fan speed: 2406 RPM
2026-06-17 12:41:21 | Thermal  | INFO     | Temperature reading: 23.5°C
2026-06-17 12:41:50 | Battery  | INFO     | SOC reading: 82.0%
2026-06-17 12:42:40 | Inverter | INFO     | Grid frequency: 49.98 Hz
2026-06-17 12:43:16 | Thermal  | INFO     | Temperature reading: 36.6°C
2026-06-17 12:43:58 | Battery  | INFO     | SOC reading: 46.5%
2026-06-17 12:44:37 | Battery  | INFO     | SOC reading: 77.5%
2026-06-17 12:45:07 | Thermal  | INFO     | Fan speed: 2568 RPM
2026-06-17 12:45:35 | Inverter | INFO     | AC output: 175.4 kW
2026-06-17 12:46:00 | BMS      | INFO     | Module 4 balancing active
2026-06-17 12:46:20 | BMS      | INFO     | Max cell voltage diff: 0.10V
2026-06-17 12:46:26 | Battery  | INFO     | Discharge current: 84.5A
2026-06-17 12:46:40 | BMS      | WARNING  | Cell imbalance detected in Module 4: 0.10V
2026-06-17 12:46:56 | Thermal  | INFO     | Temperature reading: 23.2°C
2026-06-17 12:47:24 | Battery  | INFO     | Charge current: 88.1A
2026-06-17 12:48:09 | Thermal  | INFO     | Coolant loop flow: 9.56 L/min
2026-06-17 12:48:44 | Battery  | INFO     | Charge current: 29.7A
2026-06-17 12:49:33 | Battery  | INFO     | Charge current: 10.2A
